query,plan
Plan a 5-day trip from Lucknow to Pune for 2 person(s) with a budget of ₹48224 starting 2025-08-30.,Stay at EMA HOSPITALITY. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 2-day trip from Lucknow to Mumbai for 3 person(s) with a budget of ₹28413 starting 2025-08-30.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 3-day trip from Hyderabad to Delhi for 2 person(s) with a budget of ₹13247 starting 2025-08-15.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 3-day trip from Mumbai to Hyderabad for 2 person(s) with a budget of ₹42654 starting 2025-08-16.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 5-day trip from Kolkata to Delhi for 2 person(s) with a budget of ₹14048 starting 2025-08-29.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 5-day trip from Mumbai to Jaipur for 1 person(s) with a budget of ₹27184 starting 2025-08-05.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4: Day 5:"
Plan a 5-day trip from Mumbai to Delhi for 2 person(s) with a budget of ₹34042 starting 2025-08-18.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 3-day trip from Lucknow to Kolkata for 3 person(s) with a budget of ₹28110 starting 2025-08-15.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple."
Plan a 5-day trip from Delhi to Hyderabad for 3 person(s) with a budget of ₹24766 starting 2025-08-07.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 3-day trip from Mumbai to Hyderabad for 4 person(s) with a budget of ₹44807 starting 2025-08-30.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 2-day trip from Chennai to Ahmedabad for 1 person(s) with a budget of ₹19313 starting 2025-08-08.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 3-day trip from Delhi to Lucknow for 1 person(s) with a budget of ₹35437 starting 2025-08-18.,"Stay at EXCEL PARADISE INN. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3:"
Plan a 4-day trip from Lucknow to Delhi for 1 person(s) with a budget of ₹10939 starting 2025-08-18.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 3-day trip from Chennai to Pune for 4 person(s) with a budget of ₹41930 starting 2025-08-27.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2: Day 3:
Plan a 5-day trip from Lucknow to Jaipur for 3 person(s) with a budget of ₹10195 starting 2025-08-15.,"Stay at Tulsian Guest House and Serviced Appartment. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4: Day 5:"
Plan a 3-day trip from Bengaluru to Delhi for 1 person(s) with a budget of ₹35289 starting 2025-08-04.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 5-day trip from Delhi to Hyderabad for 2 person(s) with a budget of ₹40154 starting 2025-08-11.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 5-day trip from Hyderabad to Pune for 1 person(s) with a budget of ₹14518 starting 2025-08-27.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 2-day trip from Jaipur to Mumbai for 3 person(s) with a budget of ₹47309 starting 2025-08-29.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 4-day trip from Kolkata to Lucknow for 4 person(s) with a budget of ₹37483 starting 2025-08-10.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4:"
Plan a 3-day trip from Bengaluru to Hyderabad for 3 person(s) with a budget of ₹32261 starting 2025-08-26.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 3-day trip from Bengaluru to Chennai for 4 person(s) with a budget of ₹31999 starting 2025-08-22.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 3-day trip from Hyderabad to Mumbai for 1 person(s) with a budget of ₹19712 starting 2025-08-11.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 4-day trip from Jaipur to Lucknow for 4 person(s) with a budget of ₹40815 starting 2025-08-06.,"Stay at EXCEL PARADISE INN. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4:"
Plan a 5-day trip from Bengaluru to Delhi for 4 person(s) with a budget of ₹24711 starting 2025-08-27.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 5-day trip from Pune to Hyderabad for 2 person(s) with a budget of ₹42758 starting 2025-08-22.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 4-day trip from Kolkata to Mumbai for 1 person(s) with a budget of ₹47720 starting 2025-08-10.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 4-day trip from Kolkata to Jaipur for 2 person(s) with a budget of ₹32155 starting 2025-08-14.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 2-day trip from Hyderabad to Lucknow for 1 person(s) with a budget of ₹16758 starting 2025-08-30.,"Stay at HOTEL SHELTER. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2:"
Plan a 2-day trip from Ahmedabad to Jaipur for 3 person(s) with a budget of ₹12691 starting 2025-08-12.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 3-day trip from Kolkata to Delhi for 1 person(s) with a budget of ₹30824 starting 2025-08-19.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 5-day trip from Jaipur to Pune for 3 person(s) with a budget of ₹26673 starting 2025-08-15.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 5-day trip from Lucknow to Mumbai for 1 person(s) with a budget of ₹28624 starting 2025-08-11.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 3-day trip from Ahmedabad to Lucknow for 3 person(s) with a budget of ₹47577 starting 2025-08-27.,"Stay at EXCEL PARADISE INN. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3:"
Plan a 4-day trip from Kolkata to Pune for 2 person(s) with a budget of ₹45463 starting 2025-08-04.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4:
Plan a 2-day trip from Kolkata to Jaipur for 1 person(s) with a budget of ₹20919 starting 2025-08-17.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 4-day trip from Ahmedabad to Jaipur for 1 person(s) with a budget of ₹20034 starting 2025-08-06.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 5-day trip from Kolkata to Ahmedabad for 1 person(s) with a budget of ₹34044 starting 2025-08-28.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 4-day trip from Pune to Mumbai for 4 person(s) with a budget of ₹20994 starting 2025-08-18.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 3-day trip from Mumbai to Pune for 3 person(s) with a budget of ₹31671 starting 2025-08-09.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2: Day 3:
Plan a 5-day trip from Jaipur to Mumbai for 2 person(s) with a budget of ₹28811 starting 2025-08-18.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 2-day trip from Mumbai to Chennai for 1 person(s) with a budget of ₹37768 starting 2025-08-04.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2:
Plan a 4-day trip from Bengaluru to Kolkata for 3 person(s) with a budget of ₹35020 starting 2025-08-28.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple. Day 4: Visit Marble Palace, Science City Kolkata."
Plan a 4-day trip from Pune to Delhi for 2 person(s) with a budget of ₹28793 starting 2025-08-02.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 5-day trip from Bengaluru to Chennai for 2 person(s) with a budget of ₹47006 starting 2025-08-23.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 2-day trip from Mumbai to Ahmedabad for 1 person(s) with a budget of ₹36440 starting 2025-08-21.,"Stay at Hotel Raghu Chhaya. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 2-day trip from Delhi to Lucknow for 1 person(s) with a budget of ₹48635 starting 2025-08-28.,"Stay at URBAN SUITES LUCKNOW. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2:"
Plan a 4-day trip from Hyderabad to Delhi for 4 person(s) with a budget of ₹29504 starting 2025-08-10.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 4-day trip from Lucknow to Hyderabad for 1 person(s) with a budget of ₹35746 starting 2025-08-17.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 2-day trip from Ahmedabad to Chennai for 3 person(s) with a budget of ₹28197 starting 2025-08-18.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2:
Plan a 2-day trip from Lucknow to Chennai for 1 person(s) with a budget of ₹40967 starting 2025-08-24.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2:
Plan a 5-day trip from Ahmedabad to Pune for 4 person(s) with a budget of ₹26170 starting 2025-08-07.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Chennai to Mumbai for 2 person(s) with a budget of ₹13707 starting 2025-08-26.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 4-day trip from Delhi to Pune for 3 person(s) with a budget of ₹24845 starting 2025-08-22.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4:
Plan a 5-day trip from Mumbai to Delhi for 4 person(s) with a budget of ₹30437 starting 2025-08-06.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 2-day trip from Chennai to Ahmedabad for 4 person(s) with a budget of ₹43035 starting 2025-08-11.,"Stay at Comfort Inn Sunset. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 3-day trip from Mumbai to Ahmedabad for 2 person(s) with a budget of ₹15833 starting 2025-08-29.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 3-day trip from Ahmedabad to Delhi for 2 person(s) with a budget of ₹21878 starting 2025-08-16.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 5-day trip from Mumbai to Ahmedabad for 2 person(s) with a budget of ₹23481 starting 2025-08-13.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 2-day trip from Ahmedabad to Kolkata for 2 person(s) with a budget of ₹12422 starting 2025-08-02.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum."
Plan a 3-day trip from Jaipur to Hyderabad for 4 person(s) with a budget of ₹39169 starting 2025-08-26.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 2-day trip from Ahmedabad to Kolkata for 2 person(s) with a budget of ₹21883 starting 2025-08-09.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 5-day trip from Chennai to Mumbai for 2 person(s) with a budget of ₹18258 starting 2025-08-17.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Elephanta Caves."
Plan a 3-day trip from Chennai to Kolkata for 4 person(s) with a budget of ₹24686 starting 2025-08-01.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple."
Plan a 4-day trip from Ahmedabad to Mumbai for 4 person(s) with a budget of ₹13720 starting 2025-08-29.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 4-day trip from Delhi to Pune for 2 person(s) with a budget of ₹21242 starting 2025-08-01.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4:
Plan a 4-day trip from Hyderabad to Pune for 3 person(s) with a budget of ₹17005 starting 2025-08-28.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4:
Plan a 3-day trip from Lucknow to Kolkata for 2 person(s) with a budget of ₹34648 starting 2025-08-30.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple."
Plan a 2-day trip from Chennai to Ahmedabad for 3 person(s) with a budget of ₹13430 starting 2025-08-16.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 3-day trip from Pune to Jaipur for 2 person(s) with a budget of ₹48318 starting 2025-08-06.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
Plan a 2-day trip from Pune to Delhi for 1 person(s) with a budget of ₹18355 starting 2025-08-03.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 2-day trip from Jaipur to Ahmedabad for 4 person(s) with a budget of ₹21325 starting 2025-08-27.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
